Sample	Genus	Gene	Contribution
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.3.4.2: CTP synthase (glutamine hydrolyzing)	233.22470703807272
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:7.1.2.2	359.40378228088906
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:7.1.2.2	550.6305321647659
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:7.1.2.2	440.8101661508097
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:7.1.2.2	193.94950357630952
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:7.1.2.2	255.8733647495488
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:7.1.2.2	192.3446315247301
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:7.1.2.2	406.60134168639286
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:7.1.2.2	394.7498823907501
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:7.1.2.2	404.56229257044015
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:7.1.2.2	262.96219891185376
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:7.1.2.2	171.1145522140491
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:7.1.2.2	271.1855601917423
BB190	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	337.9979311863485
BB191	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	475.5127007921431
BB192	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	591.8444522853966
BB195	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	205.37026082870344
BB197	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	188.60947798279648
BB198	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	180.10164862762045
BB200	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	599.2317231685183
BB203	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	390.8215544572757
BB204	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	274.9824133958089
BB207	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	202.16464390577025
BB208	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	228.98697718435693
BB209	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	192.3671440424105
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	43.76366429047554
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	55.12813014766572
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	242.72945270108752
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	388.6335845412988
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	327.52006302274464
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	1195.2315942849034
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	121.87888860123776
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	32.430044111834704
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	49.61034174909529
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	490.81662149021525
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	404.8323088809101
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	405.3759943208637
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.10.3.9	0.0
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.10.3.9	0.0
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.10.3.9	0.0
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.10.3.9	335.510393980871
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.10.3.9	245.0907347162572
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.10.3.9	1827.7102615612728
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.10.3.9	0.0
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.10.3.9	0.0
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.10.3.9	0.0
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.10.3.9	447.5939239498349
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.10.3.9	473.5255278754852
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.10.3.9	290.3760013696421
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	369.6898242464589
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	352.7557967774879
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	375.16919254365575
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	225.54561966741784
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	334.87266069826154
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	180.00946660221723
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	365.32444202216953
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	457.6562779769022
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	256.9237524492692
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	237.50256570173983
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	139.80758458828163
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	260.8994766487822
BB190	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.2.1.33: 3-isopropylmalate dehydratase	275.34135198953857
BB191	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.2.1.33: 3-isopropylmalate dehydratase	538.9779985344172
BB192	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.2.1.33: 3-isopropylmalate dehydratase	250.9674694385651
BB195	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.2.1.33: 3-isopropylmalate dehydratase	125.39712321711929
BB197	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.2.1.33: 3-isopropylmalate dehydratase	221.2325569465049
BB198	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.2.1.33: 3-isopropylmalate dehydratase	88.83615533295922
BB200	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.2.1.33: 3-isopropylmalate dehydratase	477.77397038852
BB203	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.2.1.33: 3-isopropylmalate dehydratase	381.3119604913194
BB204	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.2.1.33: 3-isopropylmalate dehydratase	490.6792742397541
BB207	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.2.1.33: 3-isopropylmalate dehydratase	164.77652593398233
BB208	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.2.1.33: 3-isopropylmalate dehydratase	160.49000345070007
BB209	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.2.1.33: 3-isopropylmalate dehydratase	335.0952620708203
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	407.1554705583544
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	483.4140597958191
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	312.2026214651348
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	226.2440111256536
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	193.100308028655
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	130.85718870351974
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	397.5767726819533
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	340.9824056939498
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	406.0316503038065
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	164.0783503273168
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	170.04293921822034
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	215.8748991471991
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	0.0
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	0.0
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	13.63740321809048
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	505.9787103113303
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	333.63153288745366
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	1461.8793425948345
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	0.0
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	0.0
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	0.0
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	409.4167400465138
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	394.4742471162999
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	322.4169482331966
BB190	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.11.1.21: Catalase peroxidase	233.03934395097951
BB191	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.11.1.21: Catalase peroxidase	412.6638214443257
BB192	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.11.1.21: Catalase peroxidase	354.7884633712077
BB195	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.11.1.21: Catalase peroxidase	180.54709845608616
BB197	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.11.1.21: Catalase peroxidase	274.0245632817079
BB198	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.11.1.21: Catalase peroxidase	52.72844530682387
BB200	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.11.1.21: Catalase peroxidase	291.66025621582946
BB203	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.11.1.21: Catalase peroxidase	355.48197185108813
BB204	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.11.1.21: Catalase peroxidase	465.5515913490901
BB207	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.11.1.21: Catalase peroxidase	257.68531052227524
BB208	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.11.1.21: Catalase peroxidase	196.33407693705576
BB209	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.11.1.21: Catalase peroxidase	346.12607880294854
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.1.30: Glycerol kinase	323.0535634267538
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.1.30: Glycerol kinase	447.0288466596084
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.1.30: Glycerol kinase	262.122587452264
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.1.30: Glycerol kinase	134.63070907457927
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.1.30: Glycerol kinase	251.9004931749665
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.1.30: Glycerol kinase	102.63515745208542
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.1.30: Glycerol kinase	479.25966995829145
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.1.30: Glycerol kinase	400.2249653013891
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.1.30: Glycerol kinase	320.1269582172613
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.1.30: Glycerol kinase	161.68714355127557
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.1.30: Glycerol kinase	128.9661570835731
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.1.30: Glycerol kinase	301.19212416209274
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.22: UMP kinase	355.4841009758876
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.22: UMP kinase	637.3472713490373
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.22: UMP kinase	363.6267794330692
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.22: UMP kinase	108.40367416186686
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.22: UMP kinase	146.48840366186846
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.22: UMP kinase	118.86092317186562
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.22: UMP kinase	385.0237893798382
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.22: UMP kinase	374.0140994573836
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.22: UMP kinase	221.78787866502643
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.22: UMP kinase	124.9084236545277
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.22: UMP kinase	125.52887761353136
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.4.22: UMP kinase	213.8337156492194
BB190	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:7.1.2.2	348.5255347158966
BB191	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:7.1.2.2	232.3660479221195
BB192	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:7.1.2.2	276.1145960260755
BB195	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:7.1.2.2	277.5230615987278
BB197	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:7.1.2.2	322.88280556245047
BB198	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:7.1.2.2	140.16245089976508
BB200	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:7.1.2.2	381.7139318691262
BB203	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:7.1.2.2	313.5859661092777
BB204	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:7.1.2.2	251.9095662395283
BB207	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:7.1.2.2	259.26060018751707
BB208	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:7.1.2.2	125.00319472080024
BB209	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:7.1.2.2	217.22603520133543
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	279.6704054101482
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	576.3437487415396
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	305.47704263940165
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	141.54942302914284
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	178.49202336593348
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	106.124469534219
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	246.44862446614235
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	347.32081165417515
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	312.91167803763096
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	141.67600938399326
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	85.82079155501404
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	276.6051529583961
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase	248.65618236029968
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase	369.3793315788008
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase	421.51965446736006
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase	214.20270668548253
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase	161.44711663934677
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase	59.011007882204005
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase	290.3560538852137
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase	310.5387150081787
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase	367.6657819594245
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase	206.6866409848733
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase	116.36929254235064
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase	222.02833298041665
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	291.0240785773498
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	421.18300798351777
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	486.8517740934472
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	174.2450195907234
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	180.5671330617164
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	34.422228808918256
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	420.77346232305047
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	397.0435273269304
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	231.57089868762085
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	107.80219283112646
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	63.56946389826058
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.5: Urease	123.0424521418344
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.2.1.5: Succinate--CoA ligase (ADP-forming)	251.6393178044332
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.2.1.5: Succinate--CoA ligase (ADP-forming)	544.4273497465273
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.2.1.5: Succinate--CoA ligase (ADP-forming)	328.29303002094207
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.2.1.5: Succinate--CoA ligase (ADP-forming)	152.12538903003275
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.2.1.5: Succinate--CoA ligase (ADP-forming)	151.52614707539738
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.2.1.5: Succinate--CoA ligase (ADP-forming)	28.432191887298146
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.2.1.5: Succinate--CoA ligase (ADP-forming)	245.6806268860172
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.2.1.5: Succinate--CoA ligase (ADP-forming)	401.83270412730894
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.2.1.5: Succinate--CoA ligase (ADP-forming)	270.11797532876614
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.2.1.5: Succinate--CoA ligase (ADP-forming)	168.25303500466558
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.2.1.5: Succinate--CoA ligase (ADP-forming)	149.63762537302335
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.2.1.5: Succinate--CoA ligase (ADP-forming)	234.16465777728365
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.1.99.17: Phosphomethylpyrimidine synthase	272.01065721305645
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.1.99.17: Phosphomethylpyrimidine synthase	396.3244597471793
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.1.99.17: Phosphomethylpyrimidine synthase	465.6062359683052
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.1.99.17: Phosphomethylpyrimidine synthase	71.37921675567546
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.1.99.17: Phosphomethylpyrimidine synthase	181.62756105784865
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.1.99.17: Phosphomethylpyrimidine synthase	84.87078621115036
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.1.99.17: Phosphomethylpyrimidine synthase	458.1416674530061
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.1.99.17: Phosphomethylpyrimidine synthase	390.8035249331377
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.1.99.17: Phosphomethylpyrimidine synthase	247.96042244235528
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.1.99.17: Phosphomethylpyrimidine synthase	101.31687729853998
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.1.99.17: Phosphomethylpyrimidine synthase	76.13711676568556
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:4.1.99.17: Phosphomethylpyrimidine synthase	161.9630002598736
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	0.0
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	0.0
